family,sum,mean,count,share_of_total,regime
raw_exogenous,0.13243247134723207,0.026486494269446416,5,0.9509774647012083,pre_covid
mobility_exogenous,0.0068268447384983106,0.0068268447384983106,1,0.04902253529879171,pre_covid
raw_exogenous,0.10749721245063396,0.02149944249012679,5,0.9137716343834811,covid
mobility_exogenous,0.01014401037323056,0.01014401037323056,1,0.0862283656165189,covid
raw_exogenous,0.09563059331447452,0.019126118662894903,5,0.9553479726559807,post_covid
mobility_exogenous,0.004469680147780418,0.004469680147780418,1,0.04465202734401932,post_covid
