model,weighted_mae,weighted_mase,worst_horizon_mase,stability_score,error_std,worst_fold_error,mae_h1,rmse_h1,mape_h1,smape_h1,mase_h1,r2_h1,mae_h2,rmse_h2,mape_h2,smape_h2,mase_h2,r2_h2,mae_h4,rmse_h4,mape_h4,smape_h4,mase_h4,r2_h4,configuration,panel,fs_option,n_features,n_folds,total_runtime_seconds
catboost,5271.651199177257,0.7270928872124289,0.8003792350920705,0.0007661894871176,1304.1601683571378,7390.345184392241,5648.839862422799,6992.087351736728,5.485487094285562,5.268844392744288,0.8003792350920705,0.2112056245886312,5150.731585196663,6147.520092780733,4.927874186865804,5.017765256815597,0.6948228327473607,0.3655049485382959,4510.058962034289,4961.807210541304,4.391616216356583,4.346561474060237,0.5922820992109271,0.6720406642829734,A2,panel2_common_period,fs_consensus,17,7,14.838303565979004
lstm,7457.639339488609,1.0249005792649073,1.0695833841434792,0.0011520329905708,867.0306971977016,8759.33906249996,7274.4241477272435,8036.791722332277,7.1007873287326495,6.987503314485176,1.030706866700948,-0.0421147469040179,7305.0429687499745,8148.171535961072,7.293675966116134,7.104988313746069,0.9854348969524585,-0.1146760039395966,8144.571874999976,8723.968421082096,7.875436139906496,7.851066891226965,1.0695833841434792,-0.0138376052009792,A2,panel2_common_period,fs_consensus,17,7,1.3203392028808594
ridge,5997.984851238231,0.827740658154751,0.977847642082165,0.0006161208139715,1622.0582985079425,8023.416958665334,6901.359377888488,8016.193532111522,6.737671985362542,6.621368859429869,0.977847642082165,-0.0367797399992675,4004.6016494966334,5814.291746809733,3.998746078095568,3.9248408175838994,0.5402123205419884,0.4324266893560697,6729.623337224988,7442.790646913948,6.713393165089753,6.521207894187297,0.88376570475536,0.2620756648223828,A3,panel2_common_period,fs_linear,11,7,0.0050866603851318
random_forest,5102.022158514084,0.7028928898980983,0.7639265796457022,0.0009855606900451,1013.6508582380956,6312.240788451836,5391.5678041929,6137.380179668579,5.345639437616418,5.193261602693848,0.7639265796457022,0.3922623145334276,4600.081512088294,6169.662857269161,4.578120717747203,4.413375853191844,0.6205412986931862,0.3609259388902374,5131.06901395573,6121.494181749975,5.099114324280722,4.927860970719652,0.6738360523364565,0.5008223773202205,A3,panel2_common_period,fs_linear,11,7,0.9639875888824464
lightgbm,3753.061624745692,0.5182814515194354,0.5792679810862083,0.0006631679576448,1506.9136265137988,6376.7023194521125,4088.30204372873,6090.52865947423,4.03136649670056,3.860021139400784,0.5792679810862083,0.4015055920852461,3941.661114369212,5255.679803692001,3.7840045529937054,3.76483142954758,0.5317217750362668,0.5362476509424581,2632.061342852816,4910.071944320641,2.408494184199088,2.324567031608797,0.3456546423272559,0.6788440758632207,A3,panel2_common_period,fs_linear,11,7,0.1356391906738281
catboost,4718.12822988521,0.6502309549259357,0.7265660361719393,0.0007839219023267,1274.6372758969626,6730.57468058377,5127.8881408491925,6211.332171627048,5.0805873460619,4.913045031954499,0.7265660361719393,0.3775282806061614,3778.46819815388,4574.141479540358,3.659840916883937,3.6696222964742864,0.5097073946606856,0.6487247818012675,5103.218500072251,5862.984517283019,5.095654582673951,4.952786493247403,0.6701785922088023,0.5420925378440526,A3,panel2_common_period,fs_linear,11,7,14.69077205657959
lstm,7432.717162642019,1.0213624363644689,1.0703390141033315,0.0012452049613273,802.0806421892253,8438.216666666625,7223.746590909061,8171.504329389936,7.1050135881985375,6.938583733682624,1.0235264075004151,-0.0773433738193578,7302.5957031249745,8527.359634544859,7.371608848795841,7.101394084232091,0.9851047659786498,-0.2208364415104853,8150.325781249976,8821.216197082867,7.947460043572938,7.856386145982891,1.0703390141033315,-0.0365664753112879,A3,panel2_common_period,fs_linear,11,7,4.697652816772461
ridge,5891.022619819949,0.8132480168180651,0.9673640880321476,0.0006255308984369,1597.6420534922192,8234.820495454502,6827.369554788204,8098.684487520422,6.563011265102975,6.538291681937265,0.9673640880321476,-0.0582275755330394,3946.364739602446,5495.101409130055,3.881710283797069,3.864418979777759,0.5323562841646654,0.4930329324895839,6467.142102725566,7197.069101192868,6.44643568205541,6.270722192392361,0.8492954377629588,0.3099960589206546,A3,panel2_common_period,fs_wrapper,15,7,0.0064096450805664
random_forest,5224.286874089628,0.7191965190311599,0.7469285529581601,0.0008869423303003,1126.4690200673797,6861.132197880099,5271.600760415123,5568.235480599945,5.146304375656833,5.064376632276391,0.7469285529581601,0.4997520688721957,5410.698302851424,6658.078131704643,5.193565178256722,5.247896554903919,0.729891794931306,0.2557375640716636,4826.385015133203,5853.806629655598,4.824669570458089,4.678337916063124,0.63382352036344,0.543525028015568,A3,panel2_common_period,fs_wrapper,15,7,1.0655291080474854
lightgbm,3682.189302022924,0.5064382398753859,0.639686470284813,0.0005541892314123,1803.4378044869025,6474.502617493956,3433.397162578525,4495.202818564604,3.344035589345499,3.311619937085598,0.4864750748259402,0.6739766561781548,4742.004942599475,6291.733018006799,4.554976671821284,4.662997967005099,0.639686470284813,0.3353869008523885,2714.4461897690944,3331.989787811265,2.572248380586688,2.581336750123347,0.3564738068848597,0.8521070235057286,A3,panel2_common_period,fs_wrapper,15,7,0.0955028533935546
catboost,4683.9702496106165,0.6459022481959835,0.7353335606675278,0.0007493563437273,1333.4785940236677,7069.432659095804,5189.76673501306,5716.554080374889,5.030904616255693,4.986978320830471,0.7353335606675278,0.4727473788729195,3625.8607287486666,4813.330487169449,3.447947731485257,3.507587088288336,0.4891209687449411,0.6110267917377008,5006.643317397435,5773.427076529583,4.995880468559416,4.86266314351628,0.6574958861936865,0.5559748234504016,A3,panel2_common_period,fs_wrapper,15,7,11.06879997253418
lstm,7439.333089488616,1.0223392532555875,1.071650337310984,0.001203372372471,829.9979710989666,8440.36249999996,7250.686647727257,8338.663638604034,7.157541198007846,6.963515328737981,1.027343520853711,-0.1218712697517228,7273.0917968749745,8707.484593841467,7.371726473376877,7.072711450805016,0.981124751221784,-0.2729570627766031,8160.311132812476,8916.775132693923,7.998916453001594,7.8659698952920225,1.071650337310984,-0.0591460609712863,A3,panel2_common_period,fs_wrapper,15,7,4.356992721557617
ridge,6210.577318708743,0.8552300931336236,0.9388070928941148,0.0007439682409335,1343.1433988434012,8151.075276023064,6625.822731215029,7725.50919546126,6.544830492809113,6.376691277024066,0.9388070928941148,0.0370486592384161,4936.247165302029,5982.467602917019,4.937615251212119,4.836161442912343,0.6658893366514514,0.399118218697378,7083.959017553099,7861.647866140903,7.027108859396678,6.8439616013108,0.9302987284556542,0.1766823972135729,A3,panel2_common_period,fs_xgboost_shap,6,7,0.0052096843719482
random_forest,5019.216757772899,0.6918208146213009,0.759614461191931,0.0006822928850301,1464.6462377676362,6795.576880041415,5361.13414781456,6025.499561271458,5.291164919267984,5.156153282855168,0.759614461191931,0.4142177161358368,4562.796875910686,6477.297156369116,4.5456716172348175,4.348314653818801,0.6155116798713987,0.2956054802160428,4849.053105462068,6057.825393950825,4.816819617397997,4.662379139184603,0.6368004003195786,0.5111521278654292,A3,panel2_common_period,fs_xgboost_shap,6,7,1.0767884254455566
lightgbm,5589.578380104218,0.771323280394931,0.8614918631996505,0.0003958836751867,2524.994534956214,9015.906347363009,6080.154712453618,7006.773927692976,5.936795561598143,5.797488852848892,0.8614918631996505,0.2078884878045434,5377.918209979531,6100.825992203637,5.282966875053445,5.155309935413353,0.7254698295055729,0.3751070831299499,4680.627804417751,5715.042833861667,4.537334131793752,4.592615437614418,0.6146819997171694,0.5649098956988952,A3,panel2_common_period,fs_xgboost_shap,6,7,0.120119571685791
catboost,4749.80437223041,0.6561198610772855,0.7760884301293173,0.000470737798897,2123.3248414361638,7743.581795718303,5477.402547025488,5904.678208229352,5.292731200857082,5.239463352121181,0.7760884301293173,0.4374740216806516,3701.772495198011,4583.961915995131,3.605801141822181,3.591307947918983,0.4993613060117443,0.64721482453014,4502.856750791314,5787.341788381505,4.499034010421274,4.354630583644372,0.5913362710455176,0.5538319271156373,A3,panel2_common_period,fs_xgboost_shap,6,7,11.15644121170044
lstm,7455.453304332359,1.024690142918527,1.079812987630853,0.001088799895586,917.4424098991408,8825.680208333293,7315.6897727272435,8104.934810254975,7.143674836366189,7.0266909845259535,1.0365537574214314,-0.0598616226994668,7177.0498046874745,8004.556351333246,7.160017882124323,6.983250308789077,0.968168888938801,-0.0757289543681591,8222.467382812476,8773.355650461888,7.98276653579078,7.925989716331946,1.079812987630853,-0.0253489622531855,A3,panel2_common_period,fs_xgboost_shap,6,7,4.320934295654297
ridge,6984.448044324174,0.9653088456422252,1.1662662005316349,0.000543898972762,1837.5767395768275,10168.36143723529,8231.161822934642,9589.360633079888,7.793739965679734,7.907740663022701,1.1662662005316349,-0.4836430210869937,5058.634959648271,6277.520118334593,4.93949318818748,4.981767227528231,0.6823991921068896,0.3383862048659068,6756.383224811856,7887.128782982085,6.842130387653963,6.570349363870831,0.8872799387217047,0.1713367277632818,A3,panel2_common_period,fs_permutation_stability,5,7,0.0049984455108642
random_forest,7604.252314998465,1.0455294722103112,1.0755073283571246,0.001114498732461,896.264367265589,8918.42802692404,7534.567508487456,8757.593257900804,7.433458534508236,7.230505555577444,1.067566354519786,-0.2374271943407293,7330.107857428193,9029.015738685885,7.470081254412462,7.125561782038448,0.9888160975966446,-0.368702768323577,8189.681017631396,9025.999078003142,8.091335676625658,7.893100894644994,1.0755073283571246,-0.0852525024591512,A3,panel2_common_period,fs_permutation_stability,5,7,0.8717474937438965
lightgbm,7575.277524240935,1.0410666416960128,1.0797733416780904,0.0013260709215888,753.1074792604932,8362.855980419234,7378.1962552509185,8797.546843509619,7.369279316455691,7.080086945372324,1.0454102468757347,-0.2487436434639114,7472.487661911851,9236.739545301603,7.634287076279603,7.258370331844283,1.0080228330750909,-0.4324046458891097,8222.165490209602,9057.777002368848,8.131098431271788,7.923519474072631,1.0797733416780904,-0.0929076730680074,A3,panel2_common_period,fs_permutation_stability,5,7,0.0285863876342773
catboost,8133.671321208764,1.1203442598789837,1.2418732323713684,0.0005063655925824,1973.857720683666,10596.437020274818,8764.773886579229,10171.763782944408,8.548139765806434,8.419223450245743,1.2418732323713684,-0.6693317238601395,6316.821800471827,8560.181424582515,6.074559074094863,6.209380932393425,0.8521259445897794,-0.2302525219435007,9281.189188888007,10568.772206492951,9.360547517721312,8.8751939518447,1.2188493015818265,-0.4879533010034933,A3,panel2_common_period,fs_permutation_stability,5,7,12.216327905654907
lstm,7501.757423650541,1.0311644477063728,1.072981923508055,0.0010270468151748,972.6654505176786,9132.609895833291,7371.880823863607,8071.704731082234,7.143794804686039,7.081286351977768,1.0445154188639374,-0.0511886136610602,7272.422851562474,7982.308289928211,7.222240596518609,7.07415362672375,0.9810345119093103,-0.0697574494004695,8170.450781249976,8745.27337324715,7.919009255495285,7.876403983374085,1.072981923508055,-0.018795471899119,A3,panel2_common_period,fs_permutation_stability,5,7,4.180846214294434
ridge,5875.934652659868,0.8112297997001512,0.9707679635243628,0.0006018016472018,1660.677073583233,8247.052821116822,6851.393101032427,8058.864181265064,6.625674858584983,6.5591967774503726,0.9707679635243628,-0.0478467908466622,3795.902220700968,5421.826608217845,3.736250881628985,3.708414022809161,0.5120592075501718,0.5064631615353101,6557.337179666825,7355.709746332729,6.577222089071961,6.366308410766875,0.8611402783645913,0.2792421287988011,A3,panel2_common_period,fs_consensus,11,7,0.0056660175323486
random_forest,5626.630672784567,0.7745586053936891,0.808557814098018,0.0009797722042015,1019.6454068728808,7180.071050538652,5706.561853550487,6135.703485281926,5.590906457942845,5.4797342871151535,0.808557814098018,0.3925943295447234,5662.896396274144,7053.879334781423,5.368550588076055,5.490673087555567,0.7639127860831418,0.1646194141997559,5372.404135635403,6393.101494419989,5.398274036733475,5.207489821488788,0.7055293125986877,0.4555432020594703,A3,panel2_common_period,fs_consensus,11,7,1.801208734512329
lightgbm,4261.428777854492,0.5864649596156172,0.6159979276580826,0.0005393625293055,1853.040549104552,6960.173358538494,4233.539355561079,5090.933132463565,4.059963498515684,4.038907286447924,0.5998465302011315,0.5818376765723065,4566.401437699771,6176.05803281652,4.336569486700587,4.449607415647154,0.6159979276580826,0.359600385422525,3873.6933438201063,5063.900273100336,3.6821628149357672,3.6702373292616026,0.5087115810881333,0.6584057790311677,A3,panel2_common_period,fs_consensus,11,7,0.8379380702972412
catboost,5392.437356422974,0.7437195224636504,0.8470005602474897,0.0007416332845169,1347.375296628398,7794.177587841569,5977.879383227723,6562.030061434763,5.800601875377726,5.707680800782098,0.8470005602474897,0.3052532148324206,4273.156729421738,5325.623240252643,4.037762908953366,4.114890926624742,0.5764398346913461,0.5238221345970424,5607.7532299129525,6380.242533531839,5.655204413712521,5.470880052111469,0.7364364596625086,0.4577312191552389,A3,panel2_common_period,fs_consensus,11,7,13.941001892089844
lstm,7412.441319247132,1.0185398015204656,1.0682574408042207,0.0012017568508792,831.1150815727607,8482.836458333293,7194.652130681789,8168.077991543151,7.075278938920583,6.911378082976335,1.0194040385911762,-0.0764400962021372,7294.067382812474,8591.851615695066,7.37473424032976,7.093010126625375,0.983954313546778,-0.2393725172383052,8134.475195312476,8843.164731467175,7.948244041882356,7.841345263352356,1.0682574408042207,-0.0417311642933935,A3,panel2_common_period,fs_consensus,11,7,5.058795213699341
ridge,6479.41786743983,0.891974922041408,0.9500964524834178,0.0011779053322368,847.9646600894532,7709.635043913302,6705.4996914274525,7892.017435555547,6.634087127683369,6.43613804166117,0.9500964524834178,-0.0049077294736459,5893.860266780359,7274.41318369614,5.9543205237555865,5.742124510308062,0.7950693253267406,0.1115678709421041,6792.549708459985,7452.980901081381,6.748685651960979,6.574090980311556,0.8920294910083847,0.2600536317913856,A4,panel2_common_period,fs_linear,13,7,0.0078215599060058
random_forest,5553.0146553745535,0.7677002089835049,0.9044360788913772,0.0004848707403403,2061.405331569518,9117.778193430368,6383.242282475351,7540.310787786659,6.2528774329773205,6.082292450406772,0.9044360788913772,0.0826636403894782,5012.2155997282425,5857.566090529066,4.857370962339824,4.804047307959081,0.6761373183088742,0.423946631699846,4288.644171092024,5529.32240605905,4.272533073154991,4.134448549086928,0.5632048702257696,0.5927284685225759,A4,panel2_common_period,fs_linear,13,7,1.771867752075195
lightgbm,6555.229441271256,0.9029435001515104,0.9596194386754948,0.0013100637076153,762.3216569446473,8015.168870563095,6772.710110754385,7832.2647491213775,6.557224531194023,6.437462099149547,0.9596194386754948,0.0102515437022989,6513.61016091545,7462.705385640749,6.254499841745824,6.160627592975293,0.878672279570255,0.0649799599042697,6073.956688097143,7074.75154197097,6.0351946059938015,6.029956113150159,0.7976604847134314,0.3332506341949339,A4,panel2_common_period,fs_linear,13,7,0.1625852584838867
catboost,4810.462319890339,0.663549569627783,0.7369438437657162,0.0005471180736442,1826.759030768594,8081.703801471871,5201.131636744657,6175.30254538014,5.084447877760971,4.962417397275306,0.7369438437657162,0.3847287896798943,4537.176147415466,5168.091455723796,4.293420874517007,4.320358027908389,0.6120554976076475,0.5515761465302406,4243.718286466852,5282.321168069503,4.203871179787938,4.0955260624607055,0.5573049923131529,0.6283023354559816,A4,panel2_common_period,fs_linear,13,7,15.187255859375
lstm,7429.764002130661,1.0210484854250197,1.0762731203274185,0.0012170451150659,820.6622273248998,8414.617708333293,7258.119176136348,8306.295084795862,7.165521030396639,6.97049723001831,1.0283966293764788,-0.113178540898666,7205.339843749975,8602.508036054833,7.302832386678879,7.009948540519783,0.9719851555709884,-0.2424487959189802,8195.512304687476,8952.86919217461,8.04859117469581,7.898893154636363,1.0762731203274185,-0.0677380134127385,A4,panel2_common_period,fs_linear,13,7,5.306659936904907
ridge,5258.639108366704,0.7254613966114377,0.846133228331013,0.0007381302056034,1353.7745267821333,7319.053793198029,5971.758011146923,7081.595497629499,5.74528165809121,5.71346099450502,0.846133228331013,0.1908810981348072,3661.762848125265,4966.832801462837,3.617733978688406,3.58557945312543,0.4939640889647126,0.5858216375274454,5871.156241778315,6478.551297903378,5.822900342665725,5.694417419092599,0.7710277787825871,0.4408915832573814,A4,panel2_common_period,fs_wrapper,21,7,0.0077455043792724
random_forest,5294.730657602367,0.7279907747832968,0.7348652491568136,0.0008338114911421,1198.311847609852,7390.197496181358,5186.461530912594,5708.479439269859,5.088516771523896,4.955766043574707,0.7348652491568136,0.4742358171358098,5396.19968406871,7032.940193519188,5.122065774932662,5.258430596050104,0.7279359618216013,0.1695716366321226,5413.199934627282,5725.308026039234,5.276719114731334,5.2151943603079935,0.7108868082920474,0.5633454998513563,A4,panel2_common_period,fs_wrapper,21,7,1.8355567455291748
lightgbm,5351.876705010615,0.7352762554127698,0.976177314695328,0.0004843448427454,2063.644674095304,9237.701873631744,4763.5067504841045,6817.842902542533,4.70386837842663,4.485323442235275,0.6749371520815506,0.2500296490329784,7236.41637922669,8986.608945377578,6.7823868742683775,7.102475139427572,0.976177314695328,-0.3558761230375438,3995.992080002785,4133.588606094619,3.840844919970718,3.848098522429988,0.5247724248169806,0.7723882231146944,A4,panel2_common_period,fs_wrapper,21,7,0.288278579711914
catboost,4685.004505696269,0.6439744508480588,0.6806114654386537,0.0009264497762642,1078.3893264590477,6235.965457711649,4617.993257726078,5659.90800889094,4.559273446002117,4.440085377614519,0.6543194711301042,0.4831448359121353,4464.918356846336,6278.206891819879,4.232659770122522,4.33689635411347,0.6023080739842533,0.3382414331540155,5182.661848896647,5511.286888477107,5.091980439129783,5.012677623406622,0.6806114654386537,0.5953810081321276,A4,panel2_common_period,fs_wrapper,21,7,15.984037637710571
lstm,7428.007920809631,1.0206930529668408,1.070626415111483,0.001239069722218,806.057086513208,8448.117708333293,7214.159943181789,8060.231165330688,7.078022708009213,6.929964137567447,1.0221680836742977,-0.0482023028192126,7301.416992187474,8413.422799393978,7.347294892228466,7.100908530844527,0.9849457603579846,-0.1884304031092856,8152.514257812476,8777.768305277104,7.933114105840606,7.858458307099241,1.070626415111483,-0.0263806425000445,A4,panel2_common_period,fs_wrapper,21,7,3.546168565750122
ridge,6441.986228518606,0.8859955990628565,0.9712897412076456,0.0008643600446804,1155.9252953723044,7977.911043655415,6558.676243927507,7692.303381260784,6.469123107663423,6.314648445739481,0.9292931651774142,0.0453087916669205,5611.431109888452,6484.152482768874,5.621112713063618,5.489394125754574,0.7569702274420678,0.2941136821499317,7396.093867941585,8197.123196710636,7.308652779314081,7.1389875065129935,0.9712897412076456,0.104917325600517,A4,panel2_common_period,fs_xgboost_shap,6,7,0.0074224472045898
random_forest,5412.54558212543,0.7431259173671029,0.8569531423804834,0.0006938579634138,1440.2171549922982,8062.867400729563,4923.621496471684,5760.619972887992,4.846269802288904,4.699168748603164,0.6976236719761922,0.4645874259495327,6352.605886654284,7736.323655276241,6.044018488248945,6.170789721792247,0.8569531423804834,-0.0048415542061182,5224.765339466518,5947.112751562522,4.956747982535985,4.995673018447879,0.6861406933243092,0.5288571864958428,A4,panel2_common_period,fs_xgboost_shap,6,7,2.751399040222168
lightgbm,5932.14200114605,0.8175063273272949,0.8915998802993162,0.0006051246491635,1651.5520839091848,8464.706729357,6292.648190188001,7396.106612178286,6.129754420872975,5.937662948399761,0.8915998802993162,0.1174152073789038,5466.351402789671,6098.015416372264,5.329702409827454,5.363279248290333,0.7373992807924213,0.3756827115371806,5729.56242607574,7286.886506219274,5.518909966898367,5.29400114204799,0.7524330146995517,0.2926664838086078,A4,panel2_common_period,fs_xgboost_shap,6,7,113.06533002853394
catboost,5198.3247291621765,0.7137260926993207,0.7727522389385341,0.0009942747753352,1004.7581916053412,7215.893788467438,4808.180960670451,5796.544170567579,4.70775089926201,4.564157547816365,0.6812670022894045,0.4578887576436777,5728.423386569064,6296.019842211775,5.670162656735593,5.571138177905785,0.7727522389385341,0.3344809342096555,5378.536164281159,5768.222853597715,5.181501019743635,5.170809969776719,0.7063345993652916,0.556774959828356,A4,panel2_common_period,fs_xgboost_shap,6,7,13.834967136383057
lstm,7455.768201349404,1.024701135731726,1.0775620003505877,0.001093480261551,913.51124923051,8815.68281249996,7302.809801136334,8073.425644617697,7.125053146952934,7.014574050319405,1.034728805385082,-0.0516368950629879,7210.993164062474,8033.450001748448,7.194606683466984,7.015480098889696,0.9727477765635576,-0.0835089816636376,8205.326757812476,8768.727750158312,7.959327635525518,7.909618565578932,1.0775620003505877,-0.0242675148743414,A4,panel2_common_period,fs_xgboost_shap,6,7,3.7346324920654297
ridge,6984.448044324174,0.9653088456422252,1.1662662005316349,0.000543898972762,1837.5767395768275,10168.36143723529,8231.161822934642,9589.360633079888,7.793739965679734,7.907740663022701,1.1662662005316349,-0.4836430210869937,5058.634959648271,6277.520118334593,4.93949318818748,4.981767227528231,0.6823991921068896,0.3383862048659068,6756.383224811856,7887.128782982085,6.842130387653963,6.570349363870831,0.8872799387217047,0.1713367277632818,A4,panel2_common_period,fs_permutation_stability,5,7,0.0065441131591796
random_forest,7604.252314998474,1.0455294722103126,1.0755073283571246,0.001114498732461,896.2643672655806,8918.428026923983,7534.567508487474,8757.593257900857,7.433458534508267,7.23050555557746,1.0675663545197889,-0.2374271943407444,7330.107857428193,9029.015738685885,7.470081254412462,7.125561782038448,0.9888160975966446,-0.368702768323577,8189.681017631396,9025.999078003142,8.091335676625658,7.893100894644994,1.0755073283571246,-0.0852525024591512,A4,panel2_common_period,fs_permutation_stability,5,7,1.3706161975860596
lightgbm,7575.277524240935,1.0410666416960128,1.0797733416780904,0.0013260709215888,753.1074792604932,8362.855980419234,7378.1962552509185,8797.546843509619,7.369279316455691,7.080086945372324,1.0454102468757347,-0.2487436434639114,7472.487661911851,9236.739545301603,7.634287076279603,7.258370331844283,1.0080228330750909,-0.4324046458891097,8222.165490209602,9057.777002368848,8.131098431271788,7.923519474072631,1.0797733416780904,-0.0929076730680074,A4,panel2_common_period,fs_permutation_stability,5,7,0.1103312969207763
catboost,8133.671321208764,1.1203442598789837,1.2418732323713684,0.0005063655925824,1973.857720683666,10596.437020274818,8764.773886579229,10171.763782944408,8.548139765806434,8.419223450245743,1.2418732323713684,-0.6693317238601395,6316.821800471827,8560.181424582515,6.074559074094863,6.209380932393425,0.8521259445897794,-0.2302525219435007,9281.189188888007,10568.772206492951,9.360547517721312,8.8751939518447,1.2188493015818265,-0.4879533010034933,A4,panel2_common_period,fs_permutation_stability,5,7,15.687000036239624
lstm,7501.757423650541,1.0311644477063728,1.072981923508055,0.0010270468151748,972.6654505176786,9132.609895833291,7371.880823863607,8071.704731082234,7.143794804686039,7.081286351977768,1.0445154188639374,-0.0511886136610602,7272.422851562474,7982.308289928211,7.222240596518609,7.07415362672375,0.9810345119093103,-0.0697574494004695,8170.450781249976,8745.27337324715,7.919009255495285,7.876403983374085,1.072981923508055,-0.018795471899119,A4,panel2_common_period,fs_permutation_stability,5,7,3.5391290187835693
ridge,5689.808993424235,0.784903743347736,0.9171656721180308,0.0006364278053084,1570.2701293987602,7866.372766876851,6473.083985631075,7714.237925943413,6.22709764816501,6.209936700429755,0.9171656721180308,0.0398564396013235,3868.031940166418,5471.689990502905,3.8273499024744377,3.804025169425254,0.5217893546516623,0.4973435117905191,6464.287092793862,7274.340397216461,6.448578093984049,6.267243293230925,0.8489205044661101,0.2951000729121796,A4,panel2_common_period,fs_consensus,15,7,0.0076129436492919
random_forest,6400.450088456027,0.8844437442180494,1.0316639053221075,0.0005249055653063,1904.104586605598,9352.20797588495,7281.178643191461,8385.9133390978,7.064388051124672,7.023817474927438,1.0316639053221075,-0.1346210974673951,5759.475746714448,7641.504084475191,5.43255999735805,5.623675838903671,0.7769411368616401,0.0196390032122841,5160.090214229809,5748.746286361057,5.112156776003683,4.99855831016231,0.6776472524925181,0.5597630303557276,A4,panel2_common_period,fs_consensus,15,7,1.6898696422576904
lightgbm,7575.277524240935,1.0410666416960128,1.0797733416780904,0.0013260709215888,753.1074792604932,8362.855980419234,7378.1962552509185,8797.546843509619,7.369279316455691,7.080086945372324,1.0454102468757347,-0.2487436434639114,7472.487661911851,9236.739545301603,7.634287076279603,7.258370331844283,1.0080228330750909,-0.4324046458891097,8222.165490209602,9057.777002368848,8.131098431271788,7.923519474072631,1.0797733416780904,-0.0929076730680074,A4,panel2_common_period,fs_consensus,15,7,0.0387260913848876
catboost,6391.965979370974,0.8809636407189724,0.9804143518269076,0.000577860057057,1729.522793170575,8722.888320692462,6919.474455948581,7837.037480406578,6.719135777827759,6.680901187824016,0.9804143518269076,0.0090449341607519,5300.970853366252,6462.670045104626,5.122362261971147,5.139762376570942,0.7150897933087502,0.2987832326940709,6709.687476934043,7331.545340695126,6.689348156542843,6.484054017036089,0.8811476340644679,0.2839699057762351,A4,panel2_common_period,fs_consensus,15,7,21.011221408843998
lstm,7072.262196377849,0.968356211748763,1.1375043156786522,0.0005377893049986,1858.464274773128,9135.108593750008,5896.010369318191,6928.055958784745,5.57442173981728,5.629306321305696,0.8354006104654915,0.2255865479120546,8432.335742187519,10442.298686641434,8.68483192940766,8.133768737173462,1.1375043156786522,-0.830714192398951,7972.781445312496,9996.934548749365,7.51648817163712,7.6971782239820445,1.0470230590621077,-0.3312938438953974,A4,panel2_common_period,fs_consensus,15,7,1.92553973197937
naive_lag1,9058.925454545426,1.2439162541181543,1.286406532141344,0.000630708201174449,1584.5192593625522,11080.599999999995,8496.99090909087,10338.971185013756,7.80081626761549,8.215349028115188,1.2039312938649218,-0.7246650576229416,9536.149999999976,11021.755852517312,9.008381554498518,9.442140118251368,1.286406532141344,-1.0395290645806203,9747.924999999992,11982.868410881421,9.991711767662583,9.29534492680005,1.2801432377164512,-0.9127658377939467,naive_reference,panel2_common_period,none,0,7,0.0005061626434326172
naive_lag4,9603.416477272694,1.321785513357674,1.3883049251089632,0.0009956265808826546,1003.3926299290525,10944.199999999983,9798.245454545407,11655.410086112519,9.429425888773741,9.374029576473266,1.3883049251089632,-1.1918217460727427,9182.362499999976,10634.091566690107,8.677561226430704,9.071155310225143,1.2386813441996738,-0.8985809401382239,9747.924999999992,11982.868410881421,9.991711767662583,9.29534492680005,1.2801432377164512,-0.9127658377939467,naive_reference,panel2_common_period,none,0,7,0.002180337905883789
