model,weighted_mae,weighted_mase,worst_horizon_mase,stability_score,error_std,worst_fold_error,mae_h1,rmse_h1,mape_h1,smape_h1,mase_h1,r2_h1,mae_h2,rmse_h2,mape_h2,smape_h2,mase_h2,r2_h2,mae_h4,rmse_h4,mape_h4,smape_h4,mase_h4,r2_h4,configuration,panel,fs_option,n_features,n_folds,total_runtime_seconds
ridge,6079.641231147357,0.8393501161305349,0.9947351065967158,0.0006397023395534,1562.2270482207246,8610.849444051244,7020.546106557269,8433.836490291342,6.727948940503024,6.71402151862809,0.9947351065967158,-0.1476262369365459,4254.897314766353,5660.982473707118,4.185075971314984,4.1748484222077895,0.5739766781464337,0.4619632431740936,6464.494917194084,7193.709386740903,6.43838961236338,6.266470998566807,0.8489477969412346,0.3106401197428482,A3,panel2_common_period,all_features,23,7,0.0053796768188476
random_forest,4966.636262069251,0.6833291103349601,0.7167716180287034,0.0008900788389625,1122.4959828564597,6613.6699288719865,4899.7018472109285,5361.067531473974,4.825128692169847,4.726442531135538,0.6942345175577161,0.5362833706316233,5313.438244041332,6525.7956090629805,5.065037416706167,5.15698162884447,0.7167716180287034,0.2850177499315656,4613.769326256934,5865.96404505564,4.6357353632894425,4.481951276929669,0.605901830737455,0.5416270088381949,A3,panel2_common_period,all_features,23,7,1.2706539630889893
lightgbm,3318.3377219275867,0.4541120170628795,0.5751086612925513,0.0006203969192001,1610.8713182670465,5801.0796384206815,2655.6686873421963,4838.08611824171,2.6740638491565862,2.563468647259485,0.3762793997352335,0.6223432044991228,4263.28872199971,5670.185795583172,4.099175478394658,4.174133975404522,0.5751086612925513,0.4602123984745562,3557.5838082828777,4123.110948412113,3.4321191846266403,3.458183135618728,0.4671985940374868,0.7735406434509119,A3,panel2_common_period,all_features,23,7,0.2641775608062744
catboost,4521.14574928212,0.6228073310154414,0.6673200276778489,0.0008136042597048,1228.0987763052897,6703.112539319108,4709.747339842081,5455.449665915479,4.582369825986839,4.523347329864385,0.6673200276778489,0.5198120904644817,4349.3270158585765,5278.325312604172,4.14972951190691,4.203088054571637,0.5867150457594842,0.5322426378925207,4307.369873017531,4944.876723334457,4.290984142574231,4.1906678112773,0.5656640172433586,0.6742749462975679,A3,panel2_common_period,all_features,23,7,13.11641764640808
lstm,7408.380142045427,1.0179928029700325,1.077356420780723,0.0010742985752597,929.8399201387814,8660.333854166625,7209.483096590879,8177.856997278918,7.065089812185543,6.926478129002311,1.021505425325284,-0.0790191154462847,7209.6210937499745,8448.002858135602,7.264530791617957,7.013081887588495,0.9725626871708196,-0.1982196288676549,8203.761328124976,8892.709388283916,7.999969562382169,7.90790916649273,1.077356420780723,-0.0534366556475067,A3,panel2_common_period,all_features,23,7,6.017509937286377
ridge,5122.823491299113,0.705983112183878,0.7917453870817062,0.0009310217239681,1073.0887932645724,7101.214691288857,5587.904717345684,6716.538469246301,5.362948043946309,5.316226325869631,0.7917453870817062,0.2721512714805861,3985.3499677983327,5249.456264653491,3.9316931902110666,3.915302312228455,0.5376153092647539,0.5373453098995066,5666.330711433855,6225.416326392553,5.597673989217046,5.489003063917078,0.7441291293179937,0.4837298364376093,A4,panel2_common_period,all_features,37,7,0.0054020881652832
random_forest,5095.578592117321,0.6992468508403759,0.7464284659690358,0.0008647003624523,1155.46996742777,7342.113683828618,4690.139974458237,5477.33386797979,4.499708008924276,4.477394991594278,0.6645418770327073,0.5159518746998738,5379.135680908536,7204.789012227205,5.119622611793022,5.254211033201739,0.7256340637673835,0.1284930393444967,5683.839503078212,5981.039958174179,5.592431105434232,5.49228189792813,0.7464284659690358,0.5234662834600219,A4,panel2_common_period,all_features,37,7,1.1739981174468994
lightgbm,5229.179933612306,0.7218276274534372,0.7907380664815777,0.0004045767049226,2470.719176691301,9599.020555147268,5580.795346548988,7574.971787147506,5.337992575748991,5.3031226995628655,0.7907380664815777,0.0742107066335542,5770.985767255184,8989.8617868181,5.430658456518167,5.73092453306474,0.7784938143686723,-0.3568578611510378,3537.4326508062786,4186.121607163084,3.4608106679086377,3.4421005328634435,0.4645522495102334,0.7665661100199151,A4,panel2_common_period,all_features,37,7,0.1519949436187744
catboost,4449.426928077003,0.6147095126058257,0.7189085281744806,0.0011039700562664,904.8216700024684,5777.970349660704,5073.843714749245,6119.326050673171,4.900016836783174,4.815194030731932,0.7189085281744806,0.3958325793714857,3821.140777499151,5022.538006469906,3.7221571949285863,3.701659915792252,0.515463835657637,0.5764791562332694,3830.814187263177,4081.364237560963,3.714756533100533,3.6901066211802704,0.5030804891064716,0.7781032529049106,A4,panel2_common_period,all_features,37,7,13.155741691589355
lstm,6923.1351296164885,0.9490328573272204,1.1177382759002792,0.0003855872392175,2592.446821604235,11002.403124999984,6243.042329545464,7699.602019794115,5.914116268665982,6.022228477539078,0.8845712688031269,0.0434962652049056,6997.874804687519,8478.922725392662,7.150811659759046,6.797927981932837,0.9439985591520036,-0.2070066977570643,8511.257617187504,10429.560793129564,7.979708813896008,8.298152070595696,1.1177382759002792,-0.4490129476869533,A4,panel2_common_period,all_features,37,7,1.6467618942260742
naive_lag1,9058.925454545426,1.2439162541181543,1.286406532141344,0.000630708201174449,1584.5192593625522,11080.599999999995,8496.99090909087,10338.971185013756,7.80081626761549,8.215349028115188,1.2039312938649218,-0.7246650576229416,9536.149999999976,11021.755852517312,9.008381554498518,9.442140118251368,1.286406532141344,-1.0395290645806203,9747.924999999992,11982.868410881421,9.991711767662583,9.29534492680005,1.2801432377164512,-0.9127658377939467,naive_reference,panel2_common_period,none,0,7,0.0005061626434326172
naive_lag4,9603.416477272694,1.321785513357674,1.3883049251089632,0.0009956265808826546,1003.3926299290525,10944.199999999983,9798.245454545407,11655.410086112519,9.429425888773741,9.374029576473266,1.3883049251089632,-1.1918217460727427,9182.362499999976,10634.091566690107,8.677561226430704,9.071155310225143,1.2386813441996738,-0.8985809401382239,9747.924999999992,11982.868410881421,9.991711767662583,9.29534492680005,1.2801432377164512,-0.9127658377939467,naive_reference,panel2_common_period,none,0,7,0.002180337905883789
