model,weighted_mae,weighted_mase,worst_horizon_mase,stability_score,error_std,worst_fold_error,mae_h1,rmse_h1,mape_h1,smape_h1,mase_h1,r2_h1,mae_h2,rmse_h2,mape_h2,smape_h2,mase_h2,r2_h2,mae_h4,rmse_h4,mape_h4,smape_h4,mase_h4,r2_h4,configuration,panel,fs_option,n_features,n_folds,total_runtime_seconds
ridge,6148.4088576576505,0.7868038960681272,0.9240840837762367,0.0013698918091779486,728.9846552116294,7377.617800345026,5626.806531404756,7864.018578670295,5.77949428175599,5.46660599148536,0.7203710840595925,-0.5106521576057834,6198.273439620891,8297.184975764363,6.552054152436377,6.188107633116548,0.8060051242769452,-0.06673126621445657,7377.617800345026,8381.843169834634,7.497053070773179,7.232165699228041,0.9240840837762367,0.09101618672409983,A1,panel2_common_period,all_features,12,3,0.0027289390563964844
random_forest,6393.147140371722,0.8197828076798094,0.8816028517787657,0.0011071379744676541,902.2297898379203,6886.185181863093,6886.185181863093,7647.226762624504,6.578290895022938,6.328602994415198,0.8816028517787657,-0.42851021599143935,6602.640314232533,9030.007555893206,6.7748256277152015,6.351022860012659,0.858587795273914,-0.2634838859832853,4846.312275852077,4991.55836189696,4.730256738707779,4.662337830435995,0.6070252160412614,0.677633877875152,A1,panel2_common_period,all_features,12,3,0.2823452949523926
catboost,5251.722314403238,0.6720096557401389,0.8189050866335581,0.0009042867331011102,1104.8439357731768,6396.453983276628,6396.453983276628,7310.95698656719,6.18876112551053,5.9452277922169925,0.8189050866335581,-0.3056412758312397,3726.7813368525312,5227.910848617103,3.855642319458625,3.7124720875839055,0.4846196096096315,0.5765034994944477,4677.304608545823,5337.117653921501,4.515087818836168,4.506902299777866,0.585856147702352,0.631454899699667,A1,panel2_common_period,all_features,12,3,3.5236287117004395
lightgbm,4380.172672676855,0.5617382170023955,0.6172394148546524,0.00172077904007439,580.1321364983442,4746.643111497357,4541.789540566242,4804.752174353689,4.388102392091565,4.282215148345189,0.58146194233755,0.43608012979643007,4746.643111497357,4940.541992427573,4.794948752563783,4.668705450331532,0.6172394148546524,0.6217815853051923,3426.424844722631,4060.8013936225802,3.509890656154452,3.437776718345194,0.4291771068861238,0.7866460993484027,A1,panel2_common_period,all_features,12,3,0.023126840591430664
lstm,7089.57109374996,0.9077464212824952,1.0443920953608647,0.001068196412126737,935.1574225933219,8338.121874999983,6148.434765624952,7388.3224743476085,6.198249098199253,5.947460970791472,0.7871524625313847,-0.33342041147565293,7825.764453124957,9407.245099142696,8.138997874905566,7.701559068343891,1.0176392364820996,-0.37125555160573276,8338.121874999983,9502.0479087989,8.43389758614837,8.140825386991587,1.0443920953608647,-0.16818471622002762,A1,panel2_common_period,all_features,12,3,1.1398589611053467
ridge,5745.884015028081,0.7351227096393935,0.8370721387043503,0.0017069753594385222,584.8315379133131,6682.939809375064,5629.224387111939,6700.283386886372,5.663764307175641,5.436512878130685,0.7206806296832355,-0.09663412615625755,5315.612865323663,6876.280236884098,5.588014923769186,5.332286017128736,0.6912265568563521,0.2673431483701344,6682.939809375064,7184.831928522229,6.754108449143846,6.5583863570467225,0.8370721387043503,0.3321017354131659,A2,panel2_common_period,all_features,26,3,0.002275705337524414
random_forest,4821.8830229777,0.6176239222027587,0.6451386743942052,0.004577522233977367,217.4587968961342,5039.16743338191,5039.16743338191,5317.359189581506,4.9181251098747145,4.7838969634919435,0.6451386743942052,0.3093350613898468,4656.323432233243,5559.49556553229,4.6277255664072,4.473114451043312,0.605494511210263,0.5210785856981529,4527.011383083864,4623.166780361787,4.487798631714428,4.421576076959087,0.5670311582128863,0.72346111332633,A2,panel2_common_period,all_features,26,3,0.28339171409606934
catboost,5593.632521032754,0.7153939428487627,0.8721154214930426,0.0007896324019954051,1265.41206398445,6812.079022025147,6812.079022025147,7228.441241654776,6.596200808727389,6.357226217093061,0.8721154214930426,-0.27633513244766283,3714.7246196311316,4234.05665115383,3.726922073037349,3.646958861354241,0.48305178980350816,0.7222162675079282,5365.878120654208,5741.769068777869,5.383043286484702,5.26886075626381,0.6721034758059445,0.5734513899107925,A2,panel2_common_period,all_features,26,3,3.7810816764831543
lightgbm,6200.658401250151,0.792914899390835,1.2385609283483414,0.00030516882028284266,3275.874744520623,9674.37876864678,9674.37876864678,10405.584011426934,9.356727214644994,8.871525092269204,1.2385609283483414,-1.6448943780464154,1988.736547694636,2204.8810543462096,1.971767375119332,1.9490735801118289,0.258609411781091,0.9246707208488569,3834.2402630918477,3945.630227706976,3.846335420966735,3.842616707577061,0.48025805841168484,0.7985766324667648,A2,panel2_common_period,all_features,26,3,0.03247857093811035
lstm,3645.7038671875157,0.46603692532893326,0.7804839543027771,0.0005843340024307146,1710.3500084544053,6231.156250000022,2067.582812500019,2494.755492680731,1.9248320380562016,1.9007870845516337,0.26470198747917106,0.847969267288658,4552.270703125007,4725.96809180434,4.586935001521149,4.472457783486859,0.5919638024293078,0.653921156968648,6231.156250000022,6515.134705537102,6.28734180746889,6.115158106706792,0.7804839543027771,0.4508083982198099,A2,panel2_common_period,all_features,26,3,0.4241654872894287
ridge,6025.038902355648,0.7698148469516242,0.9696558545004706,0.0007674096014352093,1302.085077551545,7741.449526040848,6221.602275297959,6988.067802584814,6.210998645150585,5.983907836764498,0.7965197222668862,-0.19286043448091728,4553.159531661666,5603.368234167692,4.7443195537085705,4.582981329435533,0.59207938306029,0.5134899595513887,7741.449526040848,8506.62948197216,7.855199738280621,7.571390470077562,0.9696558545004706,0.06374937161482175,A3,panel2_common_period,all_features,24,3,0.0023374557495117188
random_forest,4661.565632149596,0.5963691795301891,0.7809244175196148,0.0010137622238270711,985.4246038137848,6234.672779854816,3820.9389442179236,3949.0926245477353,3.745930844907406,3.6706012967245525,0.48917515006235845,0.6190481791045783,5013.872013565571,6081.113496196882,4.924072635223246,4.952493616445648,0.6519890699836228,0.42699330259152213,6234.672779854816,7099.330545950949,6.302980178994109,6.077325059958925,0.7809244175196148,0.3479034788869708,A3,panel2_common_period,all_features,24,3,0.2964794635772705
catboost,4584.750483933927,0.5860818955683377,0.77290044520828,0.0010706631553676765,933.0005724364261,6170.611725246377,4178.497573813009,4426.047368062362,4.065278459035516,3.973590279502974,0.5349515413739625,0.5214718083159424,4204.597839927159,4964.2256206787615,4.1544904838310845,4.137130698533655,0.5467534527990014,0.618146739383818,6170.611725246377,6711.000326575348,6.201483836802114,6.00960697523784,0.77290044520828,0.41729115779991033,A3,panel2_common_period,all_features,24,3,4.024803876876831
lightgbm,2241.2261933709515,0.28731814839855124,0.4902302954069124,0.0007699576877172263,1297.7726675797005,3769.9281652136306,855.5875490139442,1010.6057844141645,0.8103652418260613,0.8125864310558809,0.10953647095401246,0.9750518140147727,3769.9281652136306,3936.775771964165,3.7897773772086483,3.7460118026907336,0.4902302954069124,0.759854286782501,3412.26984649945,3521.2729612709,3.4088405824623753,3.472983882164512,0.42740412149735635,0.8395733657146051,A3,panel2_common_period,all_features,24,3,0.03176689147949219
lstm,7131.58007812496,0.9132195865053311,1.0393980384533084,0.0010755931451788526,928.7195733185129,8298.250781249983,6175.958203124952,7259.078226927445,6.2046949260415385,5.9735113631924035,0.7906761465959177,-0.2871772840107669,7946.502734374957,9433.031098408921,8.247086732365394,7.8142835491022495,1.0333396850557017,-0.37878329334992866,8298.250781249983,9270.99745650688,8.354605760644985,8.104005142191252,1.0393980384533084,-0.11206458975934752,A3,panel2_common_period,all_features,24,3,0.6415126323699951
