model,weighted_mae,weighted_mase,worst_horizon_mase,stability_score,error_std,worst_fold_error,mae_h1,rmse_h1,mape_h1,smape_h1,mase_h1,r2_h1,mae_h2,rmse_h2,mape_h2,smape_h2,mase_h2,r2_h2,mae_h4,rmse_h4,mape_h4,smape_h4,mase_h4,r2_h4,configuration,panel,fs_option,n_features,n_folds,total_runtime_seconds
ridge,6444.289389759954,0.8868730159181462,0.9637511214423332,0.0009417453324773718,1060.8581961743123,7605.754682591534,6713.493769777482,7861.706963004108,6.651373731694428,6.460796945454263,0.951229126531699,0.0027964442157855096,5399.348728023982,6726.549036349304,5.448946538914768,5.297144927664863,0.7283607612127667,0.2403510347174177,7338.689432320092,8016.62598842793,7.239492159857836,7.087868522986293,0.9637511214423332,0.1439020228556921,A1,panel2_common_period,all_features,5,7,0.004899501800537109
random_forest,4833.104277955593,0.6674802736436459,0.7414042587880736,0.0005249255424376195,1904.0320838956638,7797.502271942794,5232.611926433011,6327.233498901585,5.155592954164911,4.9698875889511855,0.7414042587880736,0.35408132922276137,5277.985311404376,7118.400579521516,5.202265279614257,4.987283289008901,0.7119890921531931,0.1492672083797152,3167.013606588869,3824.957950908636,3.0567648972549994,3.0384765443480353,0.415907083018256,0.8051082045291527,A1,panel2_common_period,all_features,5,7,0.6525604724884033
catboost,4083.02744872865,0.5635493014196867,0.6397733996929955,0.0007954875829957596,1256.0906465114874,6675.872060880065,4515.331388735764,6144.2635129889495,4.415685808758842,4.252635635486788,0.6397733996929955,0.39089834267878365,3682.536893838038,4645.746177216195,3.6838283830377385,3.6272427846915978,0.4967664639382517,0.6376408085192332,3603.0034310467836,4312.9220509932065,3.4832136716827846,3.4611841011760736,0.47316331195856715,0.7522101890081834,A1,panel2_common_period,all_features,5,7,7.777946472167969
lightgbm,4482.183123589145,0.6215013381316965,0.7684304184744657,0.0004865090561307554,2054.4601962665984,8256.701636957683,5423.35456626066,7370.793971394704,5.412889394256518,5.148686784820448,0.7684304184744657,0.12344603508960572,4454.452846663013,5113.983480426727,4.387581555642815,4.31766255703931,0.6008962987225367,0.560916651875847,2170.8499322995576,2930.3099594459172,2.1862862031073433,2.1509761152797324,0.2850861963885131,0.8856154550956558,A1,panel2_common_period,all_features,5,7,0.03897356986999512
lstm,7444.709190340882,1.0232933600118486,1.0636346577877864,0.0010648350608467496,938.1125788108507,8965.094270833293,7305.245880681789,8055.45079846222,7.107536768105874,7.017485205746826,1.0350739713892,-0.04695933458283719,7240.7714843749745,7956.177993622606,7.189476646099297,7.043973891686376,0.9767648091989709,-0.06276515455437637,8099.274023437476,8696.15823780894,7.7855335430118995,7.806824637352067,1.0636346577877864,-0.007384104142778458,A1,panel2_common_period,all_features,5,7,1.8750584125518799
ridge,5040.861534418258,0.693615661374707,0.7895640784449562,0.0008661432161307412,1153.543476617213,6797.903980321866,5274.645856967129,6090.408147158313,5.228537661572171,5.09491445734137,0.7473600100552693,0.40152927647706893,4003.5921080345543,5449.735697568692,4.038834073691904,3.943206198703368,0.5400761355269367,0.5013690793097744,6012.304867621639,6448.140146524193,5.903842357020445,5.814075177243586,0.7895640784449562,0.4461283167429724,A2,panel2_common_period,all_features,19,7,0.005169391632080078
random_forest,5521.774766407807,0.7587734067531224,0.8331840311395083,0.0009107634512293204,1096.9799405106023,7475.391668342683,5211.505863302915,6194.7273302287085,4.99768860990355,4.957635724865066,0.7384137589553121,0.3808519567981117,6176.4051254662045,7730.873162692051,5.864292641219328,5.968713931122773,0.8331840311395083,-0.003426165615217469,5315.501485582437,5756.123463895715,5.158129665976844,5.110651013204412,0.6980565896680692,0.5586324220602928,A2,panel2_common_period,all_features,19,7,0.7689387798309326
catboost,5302.3702026712435,0.73104154783291,0.8141915883092965,0.0008918512827784007,1120.2631739281483,7223.730160080745,5746.323365275487,7024.907232120858,5.614395283302502,5.406245091538196,0.8141915883092965,0.2037832646005162,4599.699812652549,5608.367512163881,4.489812091879225,4.414004452304372,0.6204898082439527,0.4719181328094416,5246.492881188678,6379.437408603837,4.8799285139612305,4.987217708222549,0.688994056025379,0.45786806867588414,A2,panel2_common_period,all_features,19,7,9.977355003356934
lightgbm,7287.26361330239,1.0061935042533556,1.1641222691782886,0.0004143528187616436,2412.4021894400335,10777.30163908334,8216.030589689082,9389.602556290187,7.997872408958264,7.6926040756138345,1.1641222691782886,-0.42247464566441684,6174.264911162267,8169.5201809202745,5.8179087134512875,6.048407606029929,0.8328953207416258,-0.12052467725743976,6634.844225545843,7240.791559835912,6.460266388278335,6.266222699969973,0.8713188672086175,0.301586995109725,A2,panel2_common_period,all_features,19,7,0.08538818359375
lstm,3934.3362198153554,0.5406113401031603,0.6540561081810592,0.0010542905662710494,947.5051199281131,5869.535156250022,3957.1275568182014,4660.054949571341,3.7280146005571613,3.7019715920729905,0.5606819814731809,0.6496257427548517,3198.941210937519,3836.007664952076,3.130061814775388,3.1052842745185125,0.4315304257678597,0.7529486348027058,4980.450390624996,5516.233864507992,4.869041681002249,4.811617073422736,0.6540561081810592,0.5946543035205454,A2,panel2_common_period,all_features,19,7,0.963580846786499
