run_id,configuration,panel,fs_option,model,horizon,fold_id,target_date,actual,predicted,residual
my_run,A2,panel2_common_period,fs_linear,lstm,1,0,2022-07-01,100142.10000000003,103806.0546875,3663.954687499965
my_run,A2,panel2_common_period,fs_linear,lstm,1,0,2022-10-01,109987.89999999998,119968.265625,9980.36562500002
my_run,A2,panel2_common_period,fs_linear,lstm,1,0,2023-01-01,109706.89999999992,120210.828125,10503.92812500008
my_run,A2,panel2_common_period,fs_linear,lstm,1,0,2023-04-01,95012.50000000006,97029.7421875,2017.2421874999416
my_run,A2,panel2_common_period,fs_linear,lstm,1,1,2023-07-01,92715.5,102434.96875,9719.468749999984
my_run,A2,panel2_common_period,fs_linear,lstm,1,1,2023-10-01,106259.39999999992,115021.2421875,8761.842187500079
my_run,A2,panel2_common_period,fs_linear,lstm,1,1,2024-01-01,114491.90000000008,113248.265625,-1243.6343750000815
my_run,A2,panel2_common_period,fs_linear,lstm,1,1,2024-04-01,98590.0,96274.921875,-2315.078125
my_run,A2,panel2_common_period,fs_linear,lstm,1,2,2024-07-01,95843.10000000003,93932.7578125,-1910.342187500035
my_run,A2,panel2_common_period,fs_linear,lstm,1,2,2024-10-01,111622.30000000002,105131.8046875,-6490.4953125000175
my_run,A2,panel2_common_period,fs_linear,lstm,1,2,2025-01-01,115136.6999999999,108296.84375,-6839.856249999895
