stream_winner,mase_h1,mase_h2,mase_h4,weighted_mase,worst_horizon_mase,error_std,n_features,total_runtime_seconds
Best_A,0.3762793997352335,0.5751086612925513,0.4671985940374868,0.4541120170628795,0.5751086612925513,1610.8713182670465,23,0.2641775608062744
Best_B,0.6967684655693338,0.5966489757731084,0.6374385340437864,0.6548666323253567,0.6967684655693338,982.5291616911976,6,12.460653066635132
