run_id,configuration,panel,fs_option,model,horizon,fold_id,target_date,actual,predicted,residual
my_run,A3,panel2_common_period,fs_wrapper,lightgbm,1,0,2022-07-01,100142.10000000003,97824.34655039843,-2317.753449601587
my_run,A3,panel2_common_period,fs_wrapper,lightgbm,1,0,2022-10-01,109987.89999999998,108887.61399899602,-1100.2860010039583
my_run,A3,panel2_common_period,fs_wrapper,lightgbm,1,0,2023-01-01,109706.89999999992,109622.6360251186,-84.26397488130897
my_run,A3,panel2_common_period,fs_wrapper,lightgbm,1,0,2023-04-01,95012.50000000006,96624.53196409646,1612.0319640964008
my_run,A3,panel2_common_period,fs_wrapper,lightgbm,1,1,2023-07-01,92715.5,96210.85677917291,3495.3567791729
my_run,A3,panel2_common_period,fs_wrapper,lightgbm,1,1,2023-10-01,106259.39999999992,107130.82550886256,871.4255088626524
my_run,A3,panel2_common_period,fs_wrapper,lightgbm,1,1,2024-01-01,114491.90000000008,108741.45283387772,-5750.447166122365
my_run,A3,panel2_common_period,fs_wrapper,lightgbm,1,1,2024-04-01,98590.0,95477.70390785926,-3112.296092140736
my_run,A3,panel2_common_period,fs_wrapper,lightgbm,1,2,2024-07-01,95843.10000000003,106863.00359421175,11019.90359421172
my_run,A3,panel2_common_period,fs_wrapper,lightgbm,1,2,2024-10-01,111622.30000000002,106869.36908590994,-4752.930914090073
my_run,A3,panel2_common_period,fs_wrapper,lightgbm,1,2,2025-01-01,115136.6999999999,111486.02665581982,-3650.673344180075
